Year,Month,1. Economic Policy Uncertainty,2. Monetary policy,Fiscal Policy (Taxes OR Spending),3. Taxes,4. Government spending,5. Health care,6. National security,7. Entitlement programs,8. Regulation,Financial Regulation,9. Trade policy,"10. Sovereign debt, currency crises"
1989,7,114.1515981181913,103.3323756682477,75.39310235176512,69.63982313618172,65.90485232465994,20.736283144832193,124.38501780236558,27.94103484447372,117.50293543579224,97.98458227145385,90.93341300531016,62.123393785120534
1989,8,69.97617521708048,74.32218321719773,67.41705334244729,55.654103898209684,87.93470572621612,31.24973511902182,80.09191386099474,49.76323214660909,71.70919580952022,120.81559468010974,96.89508841935337,0
1989,9,58.854462833730715,51.415518776779095,35.45692525323155,35.905010968592194,38.78075565766648,31.500992391612215,51.5335384761787,23.152312387168422,33.56124539822918,0,58.604492450075895,30.027823451215216
1989,10,93.83407770625277,95.28586003718779,78.48763855117272,75.89832401780002,87.27128868313119,31.843224381952357,79.5871501329656,57.2093938469882,110.04157256965135,238.2408462963782,63.3551522737471,111.29818586547455
1989,11,95.64348875976832,67.41013119154023,59.95354149271018,51.48776971264981,80.41792073392705,37.545898421012865,117.43417026729715,32.52284633685778,87.03624205909011,25.34494143218876,73.17665613621689,56.24148301635261
1989,12,101.4528655780832,91.16194796533344,91.19547591756178,74.05028895833048,114.59994029782992,36.67091718977647,135.3647437309915,26.606517425568423,68.66024513685264,53.31694324246564,125.07481823406695,29.57813066838097
1990,1,120.59051828742729,128.50265551767703,117.24293794027264,93.09087301777721,172.36596403704834,105.8838192000616,144.06744294882873,86.99560692933505,123.39136713028009,61.01583747252256,88.08335520395981,54.15867613852376
1990,2,125.65754757429923,75.27427801503346,95.32908047528649,83.04745905865546,97.25604770282106,67.93572592700077,140.1825065958203,84.21658376714848,146.98486827891986,51.36236753537263,55.61059863070726,28.49380939732217
1990,3,84.91120658649048,55.47670121229057,66.30389518856987,63.559547339844755,63.67557601259747,32.91441993567238,93.07633283231984,53.8540865580641,103.85260997604124,155.52959349457078,80.18742695100103,49.30380860907037
1990,4,101.56322789615805,49.948172434317385,75.14428668919027,63.27374879267218,84.99620267668966,26.123646818451157,78.35035459056114,38.40023985999158,196.96638364657852,100.99746169250493,56.70054933484222,124.50976858354842
1990,5,93.54481519356992,58.80464702171323,72.5440610148252,62.88087708060474,102.01441149404398,25.219687513516355,118.2721864529482,30.89289359315418,80.60737683932311,97.50263587793863,265.8728806359306,48.08053757394198
1990,6,98.32611617355244,58.901574540201196,68.28670424440837,61.85979980374315,90.24275135490302,16.745151451433593,97.57467443161251,19.3398839090449,90.57398912040266,124.33991214055291,269.2483730647223,50.16644643319996
1990,7,102.29686452574738,77.43656602327341,99.78002682796613,77.62905606107394,159.70782874705225,66.04341408837766,123.09145221394272,60.38605497608141,91.43302861000289,111.45468163274319,120.67320614695603,49.46451820306758
1990,8,167.86148387212853,197.20085882549245,146.05161017873797,130.48047562645706,183.76438037439763,40.23075964136733,284.2226911264494,27.1044007527268,181.3390777937086,211.22365567798107,30.49255580396004,0
1990,9,177.46926973539234,162.943818346405,207.7235337849096,177.91988545022645,365.67755383105094,100.66243493402331,236.1591319156636,108.50980698426898,231.9081029811002,517.9380636119378,99.18508684736946,46.9112727973111
1990,10,178.3297629903053,170.25585242831673,266.3490965353062,224.76256199774852,451.83923071128197,206.92538957305428,235.95587476179946,298.14514096352747,118.2049182874912,145.21467189836252,62.890207143727984,42.96498915519056
1990,11,186.2974897902425,178.20240153567752,202.52884856666273,179.2678307192645,245.8742251169725,65.66542676503555,289.69905772246926,62.792725038761766,103.11741147372383,130.12036137260014,122.8208522712212,266.5315509441383
1990,12,153.60172100270134,145.6718953349073,135.648709894863,120.09447881184076,148.24368164769325,78.88213252417422,269.03007538812324,51.62631091350303,146.28717743867037,372.73954787740837,138.3665816185187,47.26426377555133
1991,1,271.8324092883656,343.66884001468867,271.2848412832834,241.62274148709466,334.92006184480397,151.61057573175958,758.2634099468245,113.186128833777,201.32024051179766,580.8658692169735,97.83042065375145,0
1991,2,153.97380987818423,172.3233033205998,158.3834513902975,153.41175538873742,378.74053248515355,391.54808526302935,234.867141887294,527.5901480129892,352.9785135873062,273.32075759451504,128.99398694047517,0
1991,3,122.13637707922891,176.38297344261554,78.83839854732149,73.55461459383386,76.45914837399621,27.665646273940236,298.71049620963953,47.92883379632537,112.23194749353455,261.4554184554924,148.2803399468962,0
1991,4,111.16810819315594,117.59365273946483,68.09060518873392,68.58819743498357,44.34819313581718,39.59589550325932,133.75730335899826,50.54528459556325,86.42065738368703,128.01673659055302,78.18750623468489,21.851883255344347
1991,5,79.57537905594451,52.78300004637789,60.369216655212625,67.19264357580101,35.12840680566802,48.421753129505184,93.18739060912102,29.904292035879806,54.56494070665193,66.73507281245654,103.22113604197257,21.155416043523513
1991,6,84.94169680372369,48.23958313543717,67.62559360732158,62.804540238398324,62.02034505661488,72.66665339703185,89.74111080490468,60.4765641783089,69.3620481545283,90.8919839513346,87.47533142449466,0
1991,7,109.70690538273688,96.67242758728634,92.06665375874805,89.78062774567485,84.93092670501885,102.79371516241248,102.76671411445338,80.79694297027234,129.3490648635068,141.6707496665686,94.95476986179811,112.27618117750445
1991,8,102.42541100242535,82.48524316499366,69.30375332724162,57.41965407954431,82.69143181729919,34.602180077744634,130.63979089931826,35.654098954235636,66.05720694720245,86.56132212732443,48.596018489183066,42.68515269887808
1991,9,117.1181443058999,96.21957091239824,72.30937180330339,64.60868743064836,79.752456448481,68.02073748308472,106.33176087735403,72.21248942349975,111.49151378414204,126.61862114858037,56.242613237479695,0
1991,10,112.08722645098064,111.79308335107447,101.25190367828968,108.60679381429827,70.26769920831077,61.17379654769562,113.52403240317624,82.42842600911744,146.48648132501663,316.16248145019824,84.76311655213317,40.090156797930504
1991,11,172.503441458594,201.03409782382982,208.74421575965664,216.54427950679798,167.1843491844102,186.90608268791576,143.45794536636473,192.26950494390962,143.13002379023825,180.4350560588744,116.52993821008393,0
1991,12,185.47547624532942,160.08875723315123,167.84286305925872,173.15535525526613,156.00098614609215,111.00839084385869,239.96641491604115,146.7556579646638,156.71883530349922,267.2209680447747,207.16960765648722,65.88605363810996
1992,1,162.11546948769035,160.12804509523266,213.35968231694582,222.93677280941893,189.19408875612095,193.6162316645911,206.20637809022855,189.01035980857048,119.33110320229463,84.02045481869699,134.77017466574182,20.716099613693146
1992,2,169.70404509321466,160.02041025812014,180.24243857655992,185.77953652263892,158.9180639327809,153.8938317157974,165.91218872350706,126.0995624634469,127.4857289094779,98.26895199018033,99.3037472492115,43.612581304854174
1992,3,125.4098383728223,95.02530671547996,122.96145183480121,124.11214974032414,103.92722408751919,109.29408651000121,141.11901361441244,119.81121238670305,131.92737146720884,78.77964029311967,164.2729699204039,0
1992,4,95.18696839255512,71.47795214005595,76.15170365446403,76.28309771702737,70.16085803539853,59.17200808755877,96.17696285472135,87.44703801312137,96.3620002838086,81.17530978716974,97.65488685614771,120.08760062192825
1992,5,93.57783043949902,48.040744349222095,93.99875002906238,89.11268242545421,86.89075271746984,80.27278135450818,73.37297913512667,72.10885915036324,89.59536223281867,90.31208146073087,117.33825727930413,0
1992,6,119.81975373836089,86.18208484212752,89.49097872392768,74.65604858491618,114.94582214017767,77.85600462273489,129.04315534439445,69.01763885696907,94.19803815566111,58.08802329967864,167.7134397018038,21.483291413418222
1992,7,134.57399496951837,173.24167995736397,118.91700014728326,111.05576934608541,126.39168833559611,100.51213128426087,110.93624541755217,67.71736629198543,108.73338126338335,85.4904923460272,116.55891793262343,21.078552351157533
1992,8,151.88338195765022,141.73310912115227,174.9034344959322,176.50363481922145,199.47639281584406,174.18744670328675,180.14657845771393,121.40083865560158,128.1501487647384,66.22507696813928,286.8104685420959,167.94995455689008
1992,9,155.71678236228945,195.9262273514487,151.88563983564862,149.64819525237255,209.7393409446007,151.185559839097,145.5773163730276,91.13542218804298,141.67296295736313,75.19925504409078,284.9667035591361,1439.2562167370725
1992,10,188.7476079761591,195.24848234489198,222.4133666726833,204.87350128745442,280.59643733853187,205.09203676876368,197.2799639687143,126.97188526226161,154.90731744277446,104.76926483716416,422.2296526760986,368.1050057860892
1992,11,154.9961944006333,117.03259601445356,166.99086613046057,159.6783993974988,205.59357035073867,226.19569702475596,183.63825635476982,118.23619255641621,128.325325719497,101.35516058206662,312.5880100170526,122.67890848244284
1992,12,100.65360066595662,57.60823272450618,85.9050435580178,79.65715027127003,95.51878479310821,112.30262952313284,95.2385867724658,60.00692057197275,101.24022242221466,73.19455079311476,132.08090480212618,182.7244840307231
1993,1,112.00499022356793,55.15993944549376,134.72193577271906,134.66901770616147,144.87465346789298,195.85799230552365,132.4573692597085,129.3667606430572,103.86172763392904,18.14671227744911,196.4764440099381,60.40246806756897
1993,2,113.32607292480935,101.617309376428,164.7640107063027,176.61410565005065,201.39138759977845,187.9879176409114,73.96290867919527,157.97434188522246,171.29236579193505,85.96394333485773,117.20442754939874,148.3670056306513
1993,3,134.0039308860554,82.28641240702166,130.79555044966236,124.28814229951924,130.7559434042781,182.03917892521898,132.9798271059968,157.85866418197338,138.1101463009416,102.20015898412618,135.24284030804972,113.3932094724491
1993,4,115.80186651779809,55.47373622112871,114.14366659614137,124.19017885520142,91.97962897274533,182.72201341489048,100.65711164377466,113.05476790828186,117.65922997598642,26.430956641250145,127.18705168201228,39.10093073265517
1993,5,153.30049201225458,105.57290766122864,209.21503892544123,224.78301954909995,197.31228039507556,367.9008419763897,122.35862650235973,225.77653948329362,310.3161524449878,34.42438853215828,260.9016410148317,95.4864439201678
1993,6,131.55528884922447,137.56091972124992,159.72992165123512,169.0238020169757,86.46410887009918,264.2775461256173,107.23741656537945,151.8661291068623,141.89580021607048,55.09338272376631,192.206231235848,81.50301069116948
1993,7,118.89222530092516,132.88900617097954,154.43421884273602,157.1377313284096,155.91813264684225,199.56942092002836,98.99112671850482,74.98428045239238,124.55361007449802,45.33749214440218,386.15421308970815,321.93852031775174
1993,8,143.32539177801655,145.95873079240062,176.79928458717114,186.54836553735078,170.6411705050308,231.42166970988964,76.23530691367544,240.2611869225645,131.67340993575976,35.853455157751,608.1632227307626,218.7908624882825
1993,9,124.84112904708685,40.26895825449243,107.35195768781855,107.65082108348356,94.01269482131165,211.20535272204057,119.96302630145244,158.66407318164684,124.68705352782388,88.31883023596288,427.1194886009582,78.39326840079545
1993,10,80.6039741601004,56.890540776186086,57.51690534465612,58.62695604505733,45.97538031240291,137.30915296885453,68.63654283801866,56.92823244642928,74.58747559155927,8.318245170535821,354.2460407696068,18.458533263382893
1993,11,100.26577829663034,57.20334820493421,64.56006607043517,65.53776339937895,46.741818083454206,152.4015641526862,88.07239805690799,82.64205052859715,92.15129163314441,35.12872557544888,1020.5858812333355,19.488027109115137
1993,12,87.49097699543019,38.656475531528955,65.11004812606761,66.25293669305306,49.780411633906375,102.92758861041906,106.94307409896673,74.29791022407474,61.30680178262036,17.370031180473184,488.9748047417782,19.272412134860723
1994,1,91.35413462730597,63.959911059586126,86.41476432574686,88.08253085612598,71.26734443149917,194.58372506749032,90.65597514812355,91.6396373415465,71.5289325986168,17.853612943590484,199.74645955677994,39.6179123883169
1994,2,77.52547059307642,65.79154811925308,66.1658289826741,60.14952043723386,84.58643816860543,93.27661569766379,92.08646309526307,104.73771790809603,54.307073767955366,36.729783253965444,185.5827827050897,40.75246112915984
1994,3,84.14653545882608,104.58888327483436,47.141233792880996,46.31978798840891,43.08974919360686,83.9537340882099,80.16332055618702,57.71590616436672,60.23816168317842,24.288015046310665,268.81275822961436,35.93074616441735
1994,4,106.37099816214744,159.86950063783183,59.13709631286134,61.05405736066877,38.11545466743593,98.5109330392922,64.462946373161,62.748978973960774,88.80708149281115,25.390416723649764,348.21278020650175,37.56159639092508
1994,5,110.15818950131897,160.76775767724556,57.16944891943093,55.63052257484754,45.22162845613946,88.30716216514489,82.052156943357,46.66242669562482,82.7303358586045,32.72748066056286,277.56948420748984,108.93546860211265
1994,6,77.08012046690177,69.77451122841875,48.012045236197615,49.78751691779487,19.043113222454753,114.54300103785003,86.95824390131114,38.58514518773293,70.99118497015206,33.82792865536241,201.4422814361709,187.66396442848796
1994,7,87.78914404865884,73.57048406420034,49.9503921934499,42.67825758219807,52.68170604417354,107.1109587596864,93.65209665265947,44.031752673070706,94.92334940586214,25.735344189206177,309.59932664133447,57.10780303082487
1994,8,87.74734410358242,100.50663926691313,47.78252130664771,46.75798383602255,44.79581762779197,163.86842001827202,65.17400841559592,110.40197516738831,80.28614561324878,16.833106294292755,224.77979515660542,56.03004830150637
1994,9,93.18085709820923,51.971550664100214,51.666438544503805,52.01518905363725,35.482893676099636,94.32717198292903,132.02335280430447,68.25785315675945,103.93220833362817,33.0164121079018,160.86254168722547,0
1994,10,80.18196315102615,61.6265346709493,74.02822813831223,75.83542901075204,61.33112082486484,110.12465465869445,78.06787983821413,96.67644055912989,75.20968915243792,7.884378320777097,216.2580728909767,52.48729383836534
1994,11,116.13644611884631,126.36850167421746,111.57438241120033,116.23194621916468,147.6710006258233,147.46019041129955,122.79340160025981,154.28061904186018,120.42308678708547,24.592571940977887,627.2054709482861,18.19064790302145
1994,12,87.64626396020178,86.43605695498385,78.69251858062555,83.39336442293433,73.77374853006985,81.58955158033693,70.2195122375865,62.13862444680608,92.7401669808387,58.668040850802534,362.9744642967612,111.5887128327663
