date,equity_pc,source
2020-07-23,0.53,cdn.cboe.com/data/us/options/market_statistics/daily/2020-07-23_daily_options
2020-08-12,0.47,cdn.cboe.com/data/us/options/market_statistics/daily/2020-08-12_daily_options
2020-08-26,0.39,cdn.cboe.com/data/us/options/market_statistics/daily/2020-08-26_daily_options
2020-09-02,0.40,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-02_daily_options
2020-09-03,0.58,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-03_daily_options
2020-09-04,0.67,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-04_daily_options
2020-09-08,0.57,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-08_daily_options
2020-09-09,0.62,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-09_daily_options
2020-09-10,0.54,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-10_daily_options
2020-09-23,0.51,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-23_daily_options
2020-09-25,0.56,cdn.cboe.com/data/us/options/market_statistics/daily/2020-09-25_daily_options
2020-10-02,0.54,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-02_daily_options
2020-10-05,0.49,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-05_daily_options
2020-10-08,0.39,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-08_daily_options
2020-10-09,0.44,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-09_daily_options
2020-10-12,0.41,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-12_daily_options
2020-10-28,0.65,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-28_daily_options
2020-10-30,0.77,cdn.cboe.com/data/us/options/market_statistics/daily/2020-10-30_daily_options
2020-11-02,0.62,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-02_daily_options
2020-11-03,0.45,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-03_daily_options
2020-11-04,0.45,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-04_daily_options
2020-11-05,0.44,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-05_daily_options
2020-11-06,0.41,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-06_daily_options
2020-11-09,0.37,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-09_daily_options
2020-11-11,0.46,cdn.cboe.com/data/us/options/market_statistics/daily/2020-11-11_daily_options
2020-12-09,0.42,cdn.cboe.com/data/us/options/market_statistics/daily/2020-12-09_daily_options
2021-01-07,0.38,cdn.cboe.com/data/us/options/market_statistics/daily/2021-01-07_daily_options
2021-01-20,0.40,cdn.cboe.com/data/us/options/market_statistics/daily/2021-01-20_daily_options
2021-01-27,0.40,cdn.cboe.com/data/us/options/market_statistics/daily/2021-01-27_daily_options
2021-01-29,0.58,cdn.cboe.com/data/us/options/market_statistics/daily/2021-01-29_daily_options
2021-02-01,0.42,cdn.cboe.com/data/us/options/market_statistics/daily/2021-02-01_daily_options
2021-02-22,0.43,cdn.cboe.com/data/us/options/market_statistics/daily/2021-02-22_daily_options
2021-02-25,0.47,cdn.cboe.com/data/us/options/market_statistics/daily/2021-02-25_daily_options
2021-03-01,0.38,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-01_daily_options
2021-03-02,0.44,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-02_daily_options
2021-03-03,0.48,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-03_daily_options
2021-03-04,0.54,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-04_daily_options
2021-03-08,0.46,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-08_daily_options
2021-03-09,0.42,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-09_daily_options
2021-03-10,0.42,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-10_daily_options
2021-03-11,0.44,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-11_daily_options
2021-03-18,0.47,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-18_daily_options
2021-03-31,0.42,cdn.cboe.com/data/us/options/market_statistics/daily/2021-03-31_daily_options
2021-04-01,0.42,cdn.cboe.com/data/us/options/market_statistics/daily/2021-04-01_daily_options
2021-04-05,0.38,cdn.cboe.com/data/us/options/market_statistics/daily/2021-04-05_daily_options
2021-05-10,0.59,cdn.cboe.com/data/us/options/market_statistics/daily/2021-05-10_daily_options
2021-05-11,0.57,cdn.cboe.com/data/us/options/market_statistics/daily/2021-05-11_daily_options
